"Gene","Dataset","Trait","Method","HGNC","Transcript","Chromosome","Start","End","Biotype","Z","P","Permutation.P","R2","Top.GWAS.SNP","Top.GWAS.P","Screen.P","Screening.Adjusted.P","Confirmation.P"
"ENSG00000090975","Developmental","SCZ","isoTWAS","PITPNM2","ENST00000546049",12,122983480,123151090,"protein_coding",-7.83107261,4.84e-15,0.011988012,0.023108965,"rs12316131",2.5e-08,4.34309063910402e-14,4.67287598829998e-12,3.872e-14
"ENSG00000134480","Developmental","NTSM","isoTWAS","CCNH","ENST00000505587",5,87318416,87412930,"protein_coding",4.438467328,9.06e-06,0.002997003,0.027683253,"rs13356445",2.52e-08,1.61601870298177e-09,6.58609238571283e-08,8.154e-05
"ENSG00000134480","Developmental","NTSM","isoTWAS","CCNH","ENST00000508855",5,87318416,87412930,"protein_coding",5.155995249,2.52e-07,0.000999001,0.014743063,"rs13356445",2.52e-08,1.61601870298177e-09,6.58609238571283e-08,2.52e-06
"ENSG00000134480","Developmental","NTSM","isoTWAS","CCNH","ENST00000510020",5,87318416,87412930,"protein_coding",6.408277374,1.47e-10,0.000999001,0.039326086,"rs13356445",2.52e-08,1.61601870298177e-09,6.58609238571283e-08,1.47e-09
"ENSG00000165138","Developmental","SCZ","isoTWAS","ANKS6","ENST00000486778",9,98731329,98796965,"protein_coding",3.760819329,0.000169358,0.020979021,0.028763139,"rs10985811",2.53e-08,0.000830356853511701,0.0037845606492023,0.000677432
"ENSG00000103723","Developmental","SCZ","isoTWAS","AP3B2","ENST00000660624",15,82659281,82710112,"protein_coding",-5.868175269,4.41e-09,0.000999001,0.018366435,"rs2099259",2.58e-08,8.17435092441554e-08,2.18059255486186e-06,1.0584e-07
"ENSG00000247572","Developmental","BP","isoTWAS","CKMT2-AS1","ENST00000500148",5,81201341,81301565,"lncRNA",3.909412204,9.25e-05,0.027972028,0.019359464,"rs7707981",2.61e-08,6.60852159911462e-08,1.8107797977608e-06,0.00074
"ENSG00000131732","Developmental","BP","isoTWAS","ZCCHC9","ENST00000510227",5,81301587,81313297,"protein_coding",4.150166922,3.32e-05,0.000999001,0.014621568,"rs7707981",2.61e-08,0.000251905943547811,0.00160185580099217,0.0002324
"ENSG00000113319","Developmental","BP","isoTWAS","RASGRF2","ENST00000512186",5,80960363,81230162,"protein_coding",4.718213572,2.38e-06,0.032967033,0.027292865,"rs7707981",2.61e-08,4.47875356090065e-10,2.17779472142801e-08,4.76e-06
"ENSG00000113319","Developmental","BP","isoTWAS","RASGRF2","ENST00000638442",5,80960363,81230162,"protein_coding",5.032895095,4.83e-07,0.022977023,0.013762501,"rs7707981",2.61e-08,4.47875356090065e-10,2.17779472142801e-08,1.449e-06
"ENSG00000247572","Developmental","BP","isoTWAS","CKMT2-AS1","ENST00000656836",5,81201341,81301565,"lncRNA",-5.800610168,6.61e-09,0.001998002,0.033858303,"rs7707981",2.61e-08,6.60852159911462e-08,1.8107797977608e-06,5.949e-08
"ENSG00000113319","Developmental","BP","isoTWAS","RASGRF2","ENST00000502677",5,80960363,81230162,"protein_coding",-6.449712185,1.12e-10,0.000999001,0.016704694,"rs7707981",2.61e-08,4.47875356090065e-10,2.17779472142801e-08,3.36e-10
"ENSG00000120860","Developmental","ICV","isoTWAS","WASHC3","ENST00000240079",12,102012840,102062149,"protein_coding",3.497826046,0.000469067,0.041958042,0.0440496,"rs11111293",2.65e-08,0.00295754265377276,0.00892827867601508,0.004221603
"ENSG00000075188","Developmental","ICV","isoTWAS","NUP37","ENST00000543021",12,102073103,102120120,"protein_coding",-3.433250361,0.000596391,0.002997003,0.015671971,"rs11111293",2.65e-08,5.31868158188338e-05,0.00049703649131451,0.002385564
"ENSG00000111670","Developmental","ICV","isoTWAS","GNPTAB","ENST00000552009",12,101745499,101830959,"protein_coding",3.876054799,0.000106164,0.015984016,0.033785569,"rs11111293",2.65e-08,0.000109936716009337,0.000861295465861501,0.000849312
"ENSG00000075188","Developmental","ICV","isoTWAS","NUP37","ENST00000550459",12,102073103,102120120,"protein_coding",3.81285512,0.000137371,0.016983017,0.024254131,"rs11111293",2.65e-08,5.31868158188338e-05,0.00049703649131451,0.000824226
"ENSG00000111670","Developmental","ICV","isoTWAS","GNPTAB","ENST00000647144",12,101745499,101830959,"protein_coding",4.335699231,1.45e-05,0.002997003,0.028692408,"rs11111293",2.65e-08,0.000109936716009337,0.000861295465861501,0.000116
"ENSG00000017427","Developmental","ICV","isoTWAS","IGF1","ENST00000307046",12,102395874,102481744,"protein_coding",-4.347520413,1.38e-05,0.002997003,0.01467175,"rs11111293",2.65e-08,1.38000000000206e-05,0.000170534609494894,0
"ENSG00000174165","Developmental","SCZ","isoTWAS","ZDHHC24","ENST00000526986",11,66520637,66546235,"protein_coding",3.498313663,0.00046821,0.042957043,0.028374334,"rs1787034",2.67e-08,3.55105265822071e-08,1.04772283091451e-06,0.00093642
"ENSG00000174871","Developmental","SCZ","isoTWAS","CNIH2","ENST00000311445",11,66278175,66285301,"protein_coding",-4.297640091,1.73e-05,0.032967033,0.04281349,"rs1787034",2.67e-08,1.98499822394191e-10,1.05300347583025e-08,6.92e-05
"ENSG00000175376","Developmental","SCZ","isoTWAS","EIF1AD","ENST00000312234",11,65996545,66002176,"protein_coding",4.922414153,8.55e-07,0.008991009,0.03213,"rs1787034",2.67e-08,7.09562377489659e-06,9.73777824005579e-05,6.84e-06
"ENSG00000172977","Developmental","SCZ","isoTWAS","KAT5","ENST00000531880",11,65711996,65719604,"protein_coding",5.712277344,1.11e-08,0.001998002,0.018042911,"rs1787034",2.67e-08,1.55394674884164e-07,3.85240346844166e-06,1.443e-07
"ENSG00000175115","Developmental","SCZ","isoTWAS","PACS1","ENST00000529757",11,66070272,66244744,"protein_coding",-6.060357273,1.36e-09,0.001998002,0.030081412,"rs1787034",2.67e-08,1.43292355184792e-10,8.00205993192855e-09,1.36e-08
"ENSG00000174483","Developmental","SCZ","isoTWAS","BBS1","ENST00000534730",11,66510606,66533613,"protein_coding",-3.408049825,0.000654289,0.000999001,0.02188579,"rs1787034",2.67e-08,5.43971612571115e-06,7.81759381592628e-05,0.003271445
"ENSG00000175334","Developmental","SCZ","isoTWAS","BANF1","ENST00000445560",11,66002228,66004149,"protein_coding",3.864611189,0.000111266,0.000999001,0.02897724,"rs1787034",2.67e-08,2.10662956645684e-06,3.57883100768916e-05,0.000111266
"ENSG00000254510","Developmental","SCZ","isoTWAS","","ENST00000533759",11,66409158,66417227,"lncRNA",-6.628052338,3.4e-11,0.000999001,0.012126169,"rs1787034",2.67e-08,1.36000012048589e-10,7.62119511962564e-09,1.02e-10
"ENSG00000101187","Developmental","BP","isoTWAS","SLCO4A1","ENST00000497919",20,62642503,62685785,"protein_coding",-3.779262584,0.000157293,0.014985015,0.043445082,"rs4925368",2.76e-08,0.00038811045475075,0.00218323967557419,0.000629172
"ENSG00000130703","Developmental","BP","isoTWAS","OSBPL2","ENST00000471817",20,62231922,62296213,"protein_coding",-4.814327251,1.48e-06,0.028971029,0.078717451,"rs4925368",2.76e-08,1.3303484010495e-05,0.000165157637265676,1.184e-05
"ENSG00000164111","Developmental","CortTH","isoTWAS","ANXA5","ENST00000513428",4,121667946,121696995,"protein_coding",-3.739456517,0.000184419,0.025974026,0.023597946,"rs11721741",2.81e-08,0.00112745606459352,0.00466923618847186,0.001106514
"ENSG00000173376","Developmental","CortTH","isoTWAS","NDNF","ENST00000379692",4,121035613,121073021,"protein_coding",-4.051725451,5.08e-05,0.016983017,0.011891017,"rs11721741",2.81e-08,9.45040799064494e-05,0.000771021941477501,5.08e-05
"ENSG00000134369","Developmental","SCZ","isoTWAS","NAV1","ENST00000477118",1,201539127,201826969,"protein_coding",3.783110664,0.000154881,0.011988012,0.027514853,"rs12126806",2.89e-08,0.000719730015071412,0.00341137230932086,0.000619524
"ENSG00000204352","Developmental","SCZ","isoTWAS","FAM120A2P","ENST00000649569",9,93335374,93346152,"transcribed_unprocessed_pseudogene",-3.511250316,0.000446004,0.02997003,0.039561918,"rs7853605",2.97e-08,0.00087324615831643,0.00391153563124311,0.000446004
"ENSG00000241370","Developmental","BP","isoTWAS","RPP21","ENST00000466327",6,30345131,30346884,"protein_coding",-4.934337749,8.04e-07,0.036963037,0.026340121,"rs3130564",2.97e-08,3.17996529960956e-06,5.06128796552255e-05,2.412e-06
"ENSG00000126070","Developmental","SCZ","isoTWAS","AGO3","ENST00000471099",1,35930718,36072500,"protein_coding",-5.542,2.99e-08,0.000999001,0.011818535,"rs12083902",2.99e-08,8.94067026494598e-08,2.35389033288684e-06,1.495e-07
"ENSG00000126070","Developmental","SCZ","isoTWAS","AGO3","ENST00000397828",1,35930718,36072500,"protein_coding",5.542,2.99e-08,0.000999001,0.027465417,"rs12083902",2.99e-08,8.94067026494598e-08,2.35389033288684e-06,1.495e-07
"ENSG00000204392","Developmental","SCZ","isoTWAS","LSM2","ENST00000475835",6,31797396,31806966,"protein_coding",-5.541,3.01e-08,0.000999001,0.039162315,"rs494620",3.01e-08,9.51999999910201e-18,1.89683061710503e-15,1.806e-07
"ENSG00000204392","Developmental","SCZ","isoTWAS","LSM2","ENST00000470086",6,31797396,31806966,"protein_coding",5.541,3.01e-08,0.000999001,0.043136593,"rs494620",3.01e-08,9.51999999910201e-18,1.89683061710503e-15,1.806e-07
"ENSG00000182149","Developmental","ADHD","isoTWAS","IST1","ENST00000544564",16,71845996,71931199,"protein_coding",-3.671409685,0.000241216,0.023976024,0.0121485,"rs12924285",3.18e-08,0.000100495379142753,0.000804910632250567,0.003135808
"ENSG00000166747","Developmental","ADHD","isoTWAS","AP1G1","ENST00000562934",16,71729000,71809201,"protein_coding",-3.576891547,0.000347704,0.026973027,0.015567455,"rs12924285",3.18e-08,7.40753877433968e-05,0.000642398002574251,0.002086224
"ENSG00000102967","Developmental","ADHD","isoTWAS","DHODH","ENST00000219240",16,72008588,72027664,"protein_coding",-3.600590007,0.000317496,0.037962038,0.010940255,"rs12924285",3.18e-08,0.00123829092581434,0.00496886555239124,0.001904976
"ENSG00000166747","Developmental","ADHD","isoTWAS","AP1G1","ENST00000563104",16,71729000,71809201,"protein_coding",-3.750013346,0.000176825,0.023976024,0.015462515,"rs12924285",3.18e-08,7.40753877433968e-05,0.000642398002574251,0.001237775
"ENSG00000145246","Developmental","CDG","isoTWAS","ATP10D","ENST00000503288",4,47485275,47593486,"protein_coding",-3.545070603,0.000392508,0.015984016,0.063156094,"rs10517218",3.22e-08,0.000100122064997084,0.000802880934501291,0.001177524
"ENSG00000075539","Developmental","CDG","isoTWAS","FRYL","ENST00000502925",4,48497357,48780322,"protein_coding",-4.074852377,4.6e-05,0.016983017,0.022921706,"rs10517218",3.22e-08,0.000609917006616435,0.00302378370229938,0.000598
"ENSG00000109180","Developmental","CDG","isoTWAS","OCIAD1","ENST00000512236",4,48805212,48861817,"protein_coding",4.770336021,1.84e-06,0.011988012,0.0220289,"rs10517218",3.22e-08,2.52052088221339e-05,0.000276903234770717,4.416e-05
"ENSG00000149256","Developmental","BP","isoTWAS","TENM4","ENST00000530738",11,78652829,79441030,"protein_coding",-3.921456144,8.8e-05,0.005994006,0.023146953,"rs12289486",3.29e-08,0.000442421621102012,0.00240980173572911,0.00088
"ENSG00000189091","Developmental","NTSM","isoTWAS","SF3B3","ENST00000565990",16,70523791,70577670,"protein_coding",3.674878483,0.000237963,0.046953047,0.067447768,"rs1424144",3.35e-08,0.000174357082069848,0.00121815971754341,0.001665741
"ENSG00000102984","Developmental","NTSM","isoTWAS","ZNF821","ENST00000568322",16,71859680,71895336,"protein_coding",3.818013653,0.00013453,0.04995005,0.026486751,"rs1424144",3.35e-08,0.000109267035607531,0.000858945731258193,0.0013453
"ENSG00000140829","Developmental","NTSM","isoTWAS","DHX38","ENST00000563819",16,72093613,72112912,"protein_coding",3.976600909,6.99e-05,0.031968032,0.026643575,"rs1424144",3.35e-08,2.84783376315895e-05,0.00030518717864291,0.0006291
"ENSG00000166946","Developmental","BP","isoTWAS","CCNDBP1","ENST00000567690",15,43185118,43197177,"protein_coding",3.987081922,6.69e-05,0.003996004,0.062692716,"rs12911585",3.35e-08,8.47585613393658e-10,3.77012144094589e-08,0.0002007
"ENSG00000189091","Developmental","NTSM","isoTWAS","SF3B3","ENST00000563739",16,70523791,70577670,"protein_coding",-4.208020413,2.58e-05,0.032967033,0.027966867,"rs1424144",3.35e-08,0.000174357082069848,0.00121815971754341,0.0001806
"ENSG00000166762","Developmental","BP","isoTWAS","CATSPER2","ENST00000409481",15,43628503,43668118,"protein_coding",4.237070615,2.26e-05,0.000999001,0.016510621,"rs12911585",3.35e-08,2.85292160483197e-05,0.000305522941671745,0.000113
"ENSG00000182149","Developmental","NTSM","isoTWAS","IST1","ENST00000424485",16,71845996,71931199,"protein_coding",-4.481087931,7.43e-06,0.014985015,0.016743237,"rs1424144",3.35e-08,0.000100495379142753,0.000804910632250567,9.659e-05
"ENSG00000092531","Developmental","BP","isoTWAS","SNAP23","ENST00000249647",15,42491233,42545356,"protein_coding",4.506842611,6.58e-06,0.018981019,0.013362256,"rs12911585",3.35e-08,7.36811099856177e-07,1.47719184355017e-05,9.212e-05
"ENSG00000140829","Developmental","NTSM","isoTWAS","DHX38","ENST00000569952",16,72093613,72112912,"protein_coding",4.637797984,3.52e-06,0.040959041,0.028281999,"rs1424144",3.35e-08,2.84783376315895e-05,0.00030518717864291,3.872e-05
"ENSG00000103051","Developmental","NTSM","isoTWAS","COG4","ENST00000534772",16,70480568,70523560,"protein_coding",4.748670451,2.05e-06,0.023976024,0.024295524,"rs1424144",3.35e-08,2.23938566716662e-05,0.00025185676154984,2.05e-05
"ENSG00000092531","Developmental","BP","isoTWAS","SNAP23","ENST00000568514",15,42491233,42545356,"protein_coding",5.261871251,1.43e-07,0.003996004,0.043036882,"rs12911585",3.35e-08,7.36811099856177e-07,1.47719184355017e-05,2.145e-06
"ENSG00000172137","Developmental","NTSM","isoTWAS","CALB2","ENST00000302628",16,71358713,71390436,"protein_coding",-5.083526325,3.7e-07,0.002997003,0.015567554,"rs1424144",3.35e-08,1.47865207121993e-06,2.65102330747057e-05,1.11e-06
"ENSG00000157350","Developmental","NTSM","isoTWAS","ST3GAL2","ENST00000567586",16,70375977,70439237,"protein_coding",-5.382595236,7.34e-08,0.008991009,0.043236538,"rs1424144",3.35e-08,2.20190578053889e-07,5.15022570900248e-06,1.468e-07
"ENSG00000117569","Developmental","AN","isoTWAS","PTBP2","ENST00000482253",1,96721665,96823738,"protein_coding",3.589849695,0.000330869,0.00999001,0.022351809,"rs11165643",3.47e-08,0.000100142469864992,0.000802880934501291,0.002316083
"ENSG00000105186","Developmental","NTSM","isoTWAS","ANKRD27","ENST00000593232",19,32597006,32676597,"protein_coding",5.064251261,4.1e-07,0.003996004,0.014850416,"rs4805758",3.47e-08,9.56641400617433e-07,1.83363842809558e-05,2.46e-06
"ENSG00000105186","Developmental","NTSM","isoTWAS","ANKRD27","ENST00000591100",19,32597006,32676597,"protein_coding",5.064251261,4.1e-07,0.002997003,0.020885544,"rs4805758",3.47e-08,9.56641400617433e-07,1.83363842809558e-05,2.46e-06
"ENSG00000105186","Developmental","NTSM","isoTWAS","ANKRD27","ENST00000588700",19,32597006,32676597,"protein_coding",5.064251261,4.1e-07,0.000999001,0.052790563,"rs4805758",3.47e-08,9.56641400617433e-07,1.83363842809558e-05,2.46e-06
"ENSG00000272197","Developmental","SCZ","isoTWAS","RN7SL803P","ENST00000607433",5,154718383,154718689,"misc_RNA",-4.170382947,3.04e-05,0.024975025,0.013631936,"rs1366220",3.59e-08,3.03999999999962e-05,0.000320251697127898,0
"ENSG00000155506","Developmental","SCZ","isoTWAS","LARP1","ENST00000518892",5,154682986,154817605,"protein_coding",3.933526161,8.37e-05,0.016983017,0.01816398,"rs1366220",3.59e-08,0.00058057179248818,0.00292205103674111,0.0005022
"ENSG00000241187","Developmental","SCZ","isoTWAS","","ENST00000463655",5,154729231,154729694,"processed_pseudogene",-4.651946392,3.29e-06,0.008991009,0.07735904,"rs1366220",3.59e-08,3.28999999999496e-06,5.2209744346036e-05,0
"ENSG00000168056","Developmental","BP","isoTWAS","LTBP3","ENST00000529582",11,65538559,65558930,"protein_coding",-4.207234762,2.59e-05,0.036963037,0.027199029,"rs12577917",3.71e-08,0.000174717900807525,0.00121914689796798,0.0004403
"ENSG00000163328","Developmental","SCZ","isoTWAS","GPR155","ENST00000459996",2,174431571,174487094,"protein_coding",-3.39422837,0.000688223,0.016983017,0.011295239,"rs9287971",3.82e-08,0.00105337720492829,0.00445809771228762,0.002064669
"ENSG00000144354","Developmental","SCZ","isoTWAS","CDCA7","ENST00000435616",2,173354820,173368997,"protein_coding",3.505943012,0.000454993,0.015984016,0.089893269,"rs9287971",3.82e-08,0.000221026991989267,0.0014477088570271,0.001364979
"ENSG00000115935","Developmental","SCZ","isoTWAS","WIPF1","ENST00000467149",2,174559572,174682916,"protein_coding",-4.102839688,4.08e-05,0.008991009,0.026512361,"rs9287971",3.82e-08,2.55012564469707e-05,0.000279595637090802,0.0002448
"ENSG00000115935","Developmental","SCZ","isoTWAS","WIPF1","ENST00000392547",2,174559572,174682916,"protein_coding",4.610653607,4.01e-06,0.006993007,0.022693761,"rs9287971",3.82e-08,2.55012564469707e-05,0.000279595637090802,2.406e-05
"ENSG00000198563","Developmental","SCZ","isoTWAS","DDX39B","ENST00000482195",6,31530219,31542448,"protein_coding",5.499,3.82e-08,0.000999001,0.015660429,"rs3020644",3.82e-08,5.01222636543528e-16,7.77810781843846e-14,4.966e-07
"ENSG00000198563","Developmental","SCZ","isoTWAS","DDX39B","ENST00000456662",6,31530219,31542448,"protein_coding",-5.499,3.82e-08,0.000999001,0.023708086,"rs3020644",3.82e-08,5.01222636543528e-16,7.77810781843846e-14,4.966e-07
"ENSG00000198563","Developmental","SCZ","isoTWAS","DDX39B","ENST00000456976",6,31530219,31542448,"protein_coding",-5.499,3.82e-08,0.000999001,0.029231046,"rs3020644",3.82e-08,5.01222636543528e-16,7.77810781843846e-14,4.966e-07
"ENSG00000198563","Developmental","SCZ","isoTWAS","DDX39B","ENST00000431908",6,31530219,31542448,"protein_coding",-5.499,3.82e-08,0.000999001,0.030314513,"rs3020644",3.82e-08,5.01222636543528e-16,7.77810781843846e-14,4.966e-07
"ENSG00000198563","Developmental","SCZ","isoTWAS","DDX39B","ENST00000428098",6,31530219,31542448,"protein_coding",-5.499,3.82e-08,0.000999001,0.047233867,"rs3020644",3.82e-08,5.01222636543528e-16,7.77810781843846e-14,4.966e-07
"ENSG00000117598","Developmental","SCZ","isoTWAS","PLPPR5","ENST00000534652",1,98890245,99227929,"protein_coding",3.601463638,0.000316431,0.010989011,0.056765148,"rs4950142",3.89e-08,0.000447184729000378,0.00242510566509909,0.000949293
"ENSG00000204220","Developmental","SCZ","isoTWAS","PFDN6","ENST00000374606",6,33289302,33298401,"protein_coding",3.981409327,6.85e-05,0.014985015,0.01407511,"rs6904716",4.02e-08,4.77029014735337e-05,0.000456629375374472,0.000274
"ENSG00000205022","Developmental","SCZ","isoTWAS","PABPN1L","ENST00000419291",16,88863333,88866660,"protein_coding",-4.710973485,2.47e-06,0.026973027,0.017246506,"rs352935",4.07e-08,4.91678480731095e-06,7.21381727319922e-05,2.47e-06
"ENSG00000141012","Developmental","SCZ","isoTWAS","GALNS","ENST00000564263",16,88813734,88856970,"protein_coding",-5.232963044,1.67e-07,0.016983017,0.019039711,"rs352935",4.07e-08,1.14295228921005e-06,2.13991960505348e-05,1.002e-06
"ENSG00000260279","Developmental","SCZ","isoTWAS","","ENST00000564394",16,89296128,89298317,"lncRNA",-5.279104229,1.3e-07,0.011988012,0.019334432,"rs352935",4.07e-08,2.59995825349062e-07,5.93503907398658e-06,1.3e-07
"ENSG00000167522","Developmental","SCZ","isoTWAS","ANKRD11","ENST00000642333",16,89267630,89490561,"protein_coding",5.452133429,4.98e-08,0.005994006,0.033518443,"rs352935",4.07e-08,1.39290631085075e-06,2.52302075766781e-05,1.3446e-06
"ENSG00000261226","Developmental","SCZ","isoTWAS","","ENST00000561980",16,88936779,88939651,"lncRNA",-5.17256544,2.31e-07,0.001998002,0.018841985,"rs352935",4.07e-08,4.6199109144517e-07,9.83650953144274e-06,2.31e-07
"ENSG00000197302","Developmental","ALZ","isoTWAS","KRBOX5","ENST00000398707",16,31713229,31794869,"protein_coding",-4.577469917,4.71e-06,0.015984016,0.037617414,"rs11865499",4.09e-08,2.89358979340699e-07,6.54056662125987e-06,2.826e-05
